STATION,DATE_OF_RESPONSE,LOCATION,RESPONDING_UNIT,TIME_RECEIVED,TIME_DISPATCHED,TIME_ARRIVAL,RESPONSE_TIME_MIN,DISTANCE,ALARM_STATUS,TIME_LAST_ALARM,TYPE_OF_OCCUPANCY,INJURED_CIV,INJURED_BFP,DEATH_CIV,DEATH_BFP,REMARKS,Temperature_C,Humidity_%,Wind_Speed_kmh,Precipitation_mm,Weather_Condition,Road_Condition
"Santa Cruz, Laguna",10/25/2018,"Near Church, Brgy. Santo Angel Central, Santa Cruz Laguna",Shift A,3:50 PM,3:51 PM,3:56 PM,5,4.6,FOUA,10/25/2018 15:50,Residential,0,0,0,0,Case Closed,28.1,77,14,0.7,Cloudy,Dry
"Santa Cruz, Laguna",6/4/2024,"Subdivision, Brgy. Poblacion V, Santa Cruz Laguna",Shift B,11:25 AM,11:27 AM,11:32 AM,5,3.5,FA,6/4/2024 11:25,Mercantile,0,0,0,0,Case Closed,28.5,86,13.2,0.9,Cloudy,Dry
"Santa Cruz, Laguna",8/28/2022,"Sitio Asana, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift A,9:30 PM,9:30 PM,9:34 PM,5,4,FA,8/28/2022 21:30,Residential,1,0,0,0,Case Closed,30.8,84,10,0.8,Cloudy,Dry
"Santa Cruz, Laguna",9/18/2018,"Purok 7, Brgy. San Juan, Santa Cruz Laguna",,10:30 AM,10:31 AM,10:35 AM,1,4,FA,9/18/2018 10:30,Grass Fire,1,0,0,0,Case Closed,27.9,71,11,2.2,Sunny,Traffic
"Santa Cruz, Laguna",3/31/2011,"Purok 1, Brgy. Poblacion III, Santa Cruz Laguna",,2:15 AM,2:17 AM,2:23 AM,5,4.6,FA,3/31/2011 2:15,Structural,0,0,2,0,Case Closed,31,81,15.4,1.9,Sunny,Dry
"Santa Cruz, Laguna",2/7/2024,"Near Hotel, Brgy. Santisima Cruz, Santa Cruz Laguna",Shift B,3:55 PM,3:55 PM,3:59 PM,3,3.6,FOUA,2/7/2024 15:55,Business,0,0,0,0,Case Closed,27,89,15.4,2.1,Sunny,Dry
"Santa Cruz, Laguna",5/14/2025,"Purok 2, Brgy. Sto. Angel Sur, Santa Cruz Laguna",,6:55 AM,6:55 AM,6:59 AM,2,3.6,FA,5/14/2025 6:55,Others,0,0,0,0,Case Closed,32.2,79,7.7,0.3,Sunny,Dry
"Santa Cruz, Laguna",10/21/2021,"Brgy. Poblacion II, Santa Cruz Laguna",,10:50 PM,10:52 PM,10:56 PM,5,3.5,FA,10/21/2021 22:50,Grass Fire,0,1,0,0,Case Closed,26.8,77,13.2,2.2,Rainy,Wet
"Santa Cruz, Laguna",4/16/2018,"Brgy. Patimbao, Santa Cruz Laguna",,12:50 AM,12:50 AM,12:56 AM,4,4.6,FA,4/16/2018 0:50,Structural,0,0,0,0,Under Investigation,30.6,85,7.9,0.6,Cloudy,Traffic
"Santa Cruz, Laguna",5/15/2021,"Brgy. Palasan, Santa Cruz Laguna",,1:40 PM,1:42 PM,1:46 PM,5,3.3,FA,5/15/2021 13:40,Residential,0,0,0,0,Case Closed,31.8,73,16,16.7,Stormy,Wet
"Santa Cruz, Laguna",1/21/2024,"Del Pilar St., Brgy. Palasan, Santa Cruz Laguna",Shift B,11:20 PM,11:21 PM,11:27 PM,5,3.5,FA,1/21/2024 23:20,Business,0,0,0,0,Case Closed,28.4,83,11.4,2.9,Sunny,Dry
"Santa Cruz, Laguna",5/18/2020,"Purok 7, Brgy. Labuin, Santa Cruz Laguna",Shift A,11:40 PM,11:41 PM,11:45 PM,6,4,FA,5/18/2020 23:40,Mercantile,0,0,0,0,Case Closed,29.4,88,10.7,2.9,Sunny,Dry
"Santa Cruz, Laguna",10/7/2025,"Brgy. Patimbao, Santa Cruz Laguna",Shift B,4:05 PM,4:07 PM,4:15 PM,3,3.3,FA,10/7/2025 16:05,Post Fire,0,0,0,0,Case Closed,27.6,75,8,3.9,Rainy,Wet
"Santa Cruz, Laguna",9/3/2022,"Purok 4, Brgy. Gatid, Santa Cruz Laguna",Shift B,8:45 PM,8:46 PM,8:49 PM,2,4.6,FA,9/3/2022 20:45,Residential,1,0,0,0,Case Closed,29.7,80,12.2,0.3,Cloudy,Traffic
"Santa Cruz, Laguna",3/15/2015,"Near Market, Brgy. Santisima Cruz, Santa Cruz Laguna",Shift B,6:45 AM,6:46 AM,6:51 AM,4,3.6,FOUA,3/15/2015 6:45,Residential,0,0,0,0,Under Investigation,30.3,77,8,1.6,Cloudy,Traffic
"Santa Cruz, Laguna",6/24/2023,"Sitio Masipag, Brgy. Santisima Cruz, Santa Cruz Laguna",Shift A,7:45 AM,7:46 AM,7:49 AM,4,3.5,FA,6/24/2023 7:45,Post Fire,0,0,0,0,Case Closed,28.3,81,10.5,17.4,Stormy,Traffic
"Santa Cruz, Laguna",8/16/2022,"Near Market, Brgy. Oogong, Santa Cruz Laguna",,11:35 AM,11:37 AM,11:44 AM,4,5,FA,8/16/2022 11:35,Grass Fire,0,0,0,0,Case Closed,28.9,80,9.6,1.3,Cloudy,Dry
"Santa Cruz, Laguna",5/13/2018,"Compound, Brgy. Poblacion IV, Santa Cruz Laguna",Shift A,2:45 AM,2:45 AM,2:49 AM,7,3.3,FA,5/13/2018 2:45,Residential,0,0,0,0,Case Closed,29.2,71,14,1,Cloudy,Dry
"Santa Cruz, Laguna",4/7/2018,"Near Market, Brgy. San Pablo Norte, Santa Cruz Laguna",,6:50 PM,6:52 PM,6:54 PM,4,4.6,FA,4/7/2018 18:50,Mercantile,0,0,0,0,Case Closed,30.4,90,9.9,2,Sunny,Dry
"Santa Cruz, Laguna",4/9/2014,"Near School, Brgy. Labuin, Santa Cruz Laguna",Shift A,1:45 AM,1:46 AM,1:51 AM,4,4.6,FOUA,4/9/2014 1:45,Rubbish,0,0,0,0,Case Closed,33,86,14.3,19.7,Stormy,Traffic
"Santa Cruz, Laguna",4/12/2021,"Regidor St., Brgy. Poblacion II, Santa Cruz Laguna",Shift B,1:35 AM,1:37 AM,1:40 AM,4,5,FOUA,4/12/2021 1:35,Mercantile,1,0,0,0,Case Closed,30.2,77,13.4,0.4,Cloudy,Dry
"Santa Cruz, Laguna",11/16/2021,"Near School, Brgy. Poblacion III, Santa Cruz Laguna",,12:25 AM,12:27 AM,12:31 AM,2,3.5,FA,11/16/2021 0:25,Business,0,0,0,0,Case Closed,27.6,84,8.5,0.9,Cloudy,Dry
"Santa Cruz, Laguna",5/28/2022,"Subdivision, Brgy. Labuin, Santa Cruz Laguna",Shift B,4:50 PM,4:52 PM,4:56 PM,4,4,FOUA,5/28/2022 16:50,Residential,0,0,0,0,Case Closed,31.1,74,10.9,1.9,Sunny,Dry
"Santa Cruz, Laguna",7/16/2010,"Sitio Rambutan, Brgy. Poblacion V, Santa Cruz Laguna",,6:00 AM,6:01 AM,6:06 AM,4,3.3,FA,7/16/2010 6:00,Grass Fire,0,0,0,0,Case Closed,30.7,85,14.8,1,Sunny,Dry
"Santa Cruz, Laguna",7/3/2012,"Compound, Brgy. Poblacion III, Santa Cruz Laguna",Shift B,5:20 AM,5:20 AM,5:24 AM,2,3.3,FOUA,7/3/2012 5:20,Residential,0,0,1,0,Case Closed,27.1,83,12,1.5,Cloudy,Traffic
"Santa Cruz, Laguna",7/28/2021,"Near Hotel, Brgy. Duhat, Santa Cruz Laguna",,5:15 AM,5:17 AM,5:21 AM,3,3.5,FOUA,7/28/2021 5:15,Residential,0,0,0,0,Case Closed,27.2,80,9.6,11.8,Stormy,Traffic
"Santa Cruz, Laguna",12/16/2022,"Subdivision, Brgy. Palasan, Santa Cruz Laguna",Shift B,11:00 AM,11:01 AM,11:03 AM,3,4.6,FOUA,12/16/2022 11:00,Residential,0,0,0,0,Case Closed,25.6,80,11.8,4.1,Rainy,Wet
"Santa Cruz, Laguna",2/12/2024,"Sitio Acacia, Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift A,12:10 AM,12:11 AM,12:19 AM,1,3.3,FA,2/12/2024 0:10,Others,0,0,0,0,Case Closed,26,70,11.7,7.9,Rainy,Traffic
"Santa Cruz, Laguna",2/11/2022,"Near Hotel, Brgy. San Juan, Santa Cruz Laguna",,2:15 AM,2:17 AM,2:21 AM,5,3.5,FA,2/11/2022 2:15,Business,0,0,0,0,Case Closed,28.7,87,12.3,5.3,Rainy,Wet
"Santa Cruz, Laguna",6/2/2018,"Near Market, Brgy. San Juan, Santa Cruz Laguna",Shift B,7:20 PM,7:22 PM,7:26 PM,4,3.5,FA,6/2/2018 19:20,Educational,0,0,0,0,Case Closed,29.3,76,12.1,1.5,Sunny,Traffic
"Santa Cruz, Laguna",9/20/2023,"Near Mall, Brgy. Duhat, Santa Cruz Laguna",,4:55 PM,4:55 PM,4:59 PM,2,4,FA,9/20/2023 16:55,Residential,0,0,0,0,Case Closed,29.2,83,10.6,6.5,Rainy,Traffic
"Santa Cruz, Laguna",1/2/2022,"Purok 6, Brgy. Bagumbayan, Santa Cruz Laguna",Shift B,5:00 PM,5:01 PM,5:07 PM,6,3.3,FOUA,1/2/2022 17:00,Residential,0,0,0,0,Case Closed,25.5,88,10.4,0.2,Cloudy,Dry
"Santa Cruz, Laguna",8/2/2023,"Purok 5, Brgy. Gatid, Santa Cruz Laguna",Shift B,3:30 AM,3:31 AM,3:40 AM,7,4.6,FOUA,8/2/2023 3:30,Post Fire,0,0,0,0,Case Closed,28.7,81,7.5,3.9,Rainy,Traffic
"Santa Cruz, Laguna",4/17/2018,"Brgy. Labuin, Santa Cruz Laguna",Shift B,3:10 AM,3:11 AM,3:15 AM,2,3.5,FA,4/17/2018 3:10,Residential,0,0,0,0,Under Investigation,30.9,85,14.1,2.8,Cloudy,Dry
"Santa Cruz, Laguna",9/3/2018,"Purok 6, Brgy. San Juan, Santa Cruz Laguna",Shift B,4:45 PM,4:46 PM,4:49 PM,7,4,FA,9/3/2018 16:45,Motor Vehicle,0,0,0,0,Case Closed,27.9,72,9.4,11,Stormy,Wet
"Santa Cruz, Laguna",12/21/2020,"Sitio Maligaya, Brgy. Poblacion II, Santa Cruz Laguna",Shift A,5:30 AM,5:31 AM,5:35 AM,3,4,FOUA,12/21/2020 5:30,Grass Fire,1,0,0,0,Case Closed,25.8,72,12.9,2.4,Cloudy,Dry
"Santa Cruz, Laguna",5/20/2020,"Sitio Camia, Brgy. Pagsawitan, Santa Cruz Laguna",Shift B,7:40 PM,7:41 PM,7:48 PM,2,3.6,FOUA,5/20/2020 19:40,Others,0,0,0,0,Case Closed,29.6,75,14.4,0,Cloudy,Traffic
"Santa Cruz, Laguna",5/11/2019,"Near Market, Brgy. Poblacion III, Santa Cruz Laguna",,8:00 AM,8:00 AM,8:05 AM,2,3.5,FA,5/11/2019 8:00,Motor Vehicle,0,0,0,0,Case Closed,30.2,74,14.5,0.8,Sunny,Dry
"Santa Cruz, Laguna",10/24/2018,"Purok 6, Brgy. Gatid, Santa Cruz Laguna",Shift B,11:20 AM,11:20 AM,11:27 AM,5,3.3,FOUA,10/24/2018 11:20,Motor Vehicle,0,0,0,0,Case Closed,30.5,90,14.9,16.4,Stormy,Wet
"Santa Cruz, Laguna",5/22/2022,"Brgy. Bagumbayan, Santa Cruz Laguna",Shift B,9:00 AM,9:02 AM,9:08 AM,5,2.1,FA,5/22/2022 9:00,Grass Fire,0,0,0,0,Case Closed,29.2,83,8.1,2.2,Sunny,Dry
"Santa Cruz, Laguna",7/13/2017,"Purok 7, Brgy. Oogong, Santa Cruz Laguna",Shift B,3:45 AM,3:47 AM,3:54 AM,5,3.6,FA,7/13/2017 3:45,Mercantile,0,0,0,0,Case Closed,27.3,89,8.7,4.8,Rainy,Wet
"Santa Cruz, Laguna",7/10/2022,"Purok 3, Brgy. Patimbao, Santa Cruz Laguna",Shift B,10:45 PM,10:45 PM,10:53 PM,3,3.5,FA,7/10/2022 22:45,Residential,0,0,0,0,Case Closed,26.6,76,14.9,1.8,Sunny,Dry
"Santa Cruz, Laguna",4/29/2020,"Compound, Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,7:15 AM,7:15 AM,7:18 AM,3,5,FOUA,4/29/2020 7:15,Mercantile,0,0,0,0,Case Closed,28.1,77,10.8,2.6,Cloudy,Traffic
"Santa Cruz, Laguna",10/10/2025,"Village, Brgy. San Pablo Norte, Santa Cruz Laguna",,6:05 AM,6:05 AM,6:09 AM,5,4,FA,10/10/2025 6:05,Residential,1,0,0,0,Case Closed,30.3,88,14.2,4.4,Rainy,Wet
"Santa Cruz, Laguna",1/22/2020,"Village, Brgy. Poblacion I, Santa Cruz Laguna",Shift B,11:00 AM,11:01 AM,11:05 AM,8,3.5,SA,1/22/2020 11:00,Grass Fire,0,0,0,0,Case Closed,24.7,80,7.9,3,Cloudy,Dry
"Santa Cruz, Laguna",3/24/2012,"Mabini St., Brgy. Poblacion I, Santa Cruz Laguna",Shift A,1:10 PM,1:10 PM,1:13 PM,3,3.3,FOUA,3/24/2012 13:10,Rubbish,0,0,0,0,Case Closed,31.5,86,7.6,1.8,Cloudy,Dry
"Santa Cruz, Laguna",6/25/2019,"Near Hotel, Brgy. Oogong, Santa Cruz Laguna",Shift A,11:00 AM,11:02 AM,11:06 AM,4,4,FA,6/25/2019 11:00,Others,1,0,0,0,MDFI-Case Closed,28.4,76,7.5,1.4,Cloudy,Traffic
"Santa Cruz, Laguna",3/9/2020,"Sitio Narra, Brgy. San Pablo Norte, Santa Cruz Laguna",,4:00 AM,4:00 AM,4:04 AM,5,4,FA,3/9/2020 4:00,Others,0,0,1,0,Under Investigation,30.5,86,14.4,1.3,Cloudy,Dry
"Santa Cruz, Laguna",10/26/2023,"Sitio Manggahan, Brgy. Bubukal, Santa Cruz Laguna",Shift A,5:35 AM,5:35 AM,5:40 AM,7,2.1,FA,10/26/2023 5:35,Others,0,0,0,0,Case Closed,30.8,80,9.3,6.3,Rainy,Traffic
"Santa Cruz, Laguna",4/26/2021,"Burgos St., Brgy. Palasan, Santa Cruz Laguna",,7:50 AM,7:50 AM,7:55 AM,4,3.5,FA,4/26/2021 7:50,Residential,0,0,0,0,Case Closed,28.9,78,13.8,1.2,Sunny,Dry
"Santa Cruz, Laguna",12/6/2021,"Compound, Brgy. Poblacion V, Santa Cruz Laguna",Shift A,11:50 AM,11:50 AM,11:54 AM,7,3.6,FA,12/6/2021 11:50,Residential,0,0,0,0,MDFI-Case Closed,27.1,71,13.6,8.1,Rainy,Wet
"Santa Cruz, Laguna",2/18/2018,"Compound, Brgy. San Pablo Sur, Santa Cruz Laguna",Shift A,12:20 AM,12:20 AM,12:24 AM,2,4,FA,2/18/2018 0:20,Residential,0,0,0,0,Case Closed,24.5,89,13.1,19,Stormy,Wet
"Santa Cruz, Laguna",10/2/2019,"Brgy. Bubukal, Santa Cruz Laguna",,12:00 PM,12:02 PM,12:07 PM,2,3,FA,10/2/2019 12:00,Mercantile,0,0,0,0,Case Closed,27.5,87,15.6,1.1,Rainy,Wet
"Santa Cruz, Laguna",10/2/2024,"Luna St., Brgy. San Pablo Sur, Santa Cruz Laguna",Shift A,2:55 PM,2:56 PM,2:58 PM,5,3.6,FA,10/2/2024 14:55,Residential,0,0,0,0,Case Closed,30.2,80,10.7,2.4,Sunny,Dry
"Santa Cruz, Laguna",1/25/2015,"Purok 3, Brgy. Poblacion V, Santa Cruz Laguna",Shift B,2:35 AM,2:36 AM,2:40 AM,3,3.3,FA,1/25/2015 2:35,Business,0,0,1,0,Case Closed,25.9,73,7.5,2.2,Sunny,Dry
"Santa Cruz, Laguna",3/2/2020,"Near Hotel, Brgy. Poblacion V, Santa Cruz Laguna",Shift A,2:20 PM,2:20 PM,2:26 PM,4,3.5,FA,3/2/2020 14:20,Motor Vehicle,0,0,0,0,Case Closed,31.1,85,13.2,1,Cloudy,Dry
"Santa Cruz, Laguna",3/18/2023,"Purok 6, Brgy. Oogong, Santa Cruz Laguna",Shift B,4:45 PM,4:47 PM,4:50 PM,6,3.6,FA,3/18/2023 16:45,Residential,0,0,0,0,Case Closed,28.8,78,8,2.4,Sunny,Dry
"Santa Cruz, Laguna",5/5/2019,"Brgy. Labuin, Santa Cruz Laguna",,2:50 AM,2:50 AM,2:55 AM,7,3.5,FOUA,5/5/2019 2:50,Mercantile,0,0,0,0,Case Closed,31,79,15.1,0.2,Sunny,Dry
"Santa Cruz, Laguna",4/23/2014,"Sitio Coconut, Brgy. Poblacion II, Santa Cruz Laguna",,3:50 AM,3:50 AM,3:58 AM,4,5,FA,4/23/2014 3:50,Residential,0,0,0,0,Case Closed,30.3,87,9,9.6,Rainy,Wet
"Santa Cruz, Laguna",10/27/2019,"Brgy. Gatid, Santa Cruz Laguna",,10:35 AM,10:37 AM,10:41 AM,8,4.6,FA,10/27/2019 10:35,Business,0,0,0,0,Case Closed,27.6,74,14,2.1,Cloudy,Traffic
"Santa Cruz, Laguna",5/1/2013,"Sitio Pag-ibig, Brgy. Poblacion III, Santa Cruz Laguna",Shift A,1:20 PM,1:20 PM,1:24 PM,5,3.5,FA,5/1/2013 13:20,Mixed Type,0,0,0,0,Case Closed,32.4,82,15.5,9.2,Rainy,Wet
"Santa Cruz, Laguna",9/13/2018,"Near Market, Brgy. San Juan, Santa Cruz Laguna",Shift A,4:55 AM,4:55 AM,5:01 AM,4,3.6,FA,9/13/2018 4:55,Post Fire,0,0,0,0,Case Closed,29.5,89,8.3,7.2,Rainy,Wet
"Santa Cruz, Laguna",7/22/2023,"Near Market, Brgy. Poblacion III, Santa Cruz Laguna",,10:15 AM,10:15 AM,10:18 AM,4,4.6,FA,7/22/2023 10:15,Motor Vehicle,0,0,0,0,Case Closed,26.5,76,11.3,15.8,Stormy,Traffic
"Santa Cruz, Laguna",3/9/2025,"Subdivision, Brgy. Patimbao, Santa Cruz Laguna",Shift B,8:05 PM,8:07 PM,8:09 PM,4,3.6,FA,3/9/2025 20:05,Residential,0,0,0,0,Case Closed,31.7,71,8,1.6,Cloudy,Traffic
"Santa Cruz, Laguna",7/22/2025,"Village, Brgy. Poblacion IV, Santa Cruz Laguna",Shift B,8:20 PM,8:21 PM,8:25 PM,4,3.3,FOUA,7/22/2025 20:20,Residential,0,0,0,0,Case Closed,29.8,85,7.3,1.5,Cloudy,Dry
"Santa Cruz, Laguna",9/19/2011,"Village, Brgy. Santo Angel Norte, Santa Cruz Laguna",,10:00 AM,10:01 AM,10:13 AM,5,3.3,FA,9/19/2011 10:00,Educational,0,0,0,0,Case Closed,28.2,90,7.2,0.5,Cloudy,Dry
"Santa Cruz, Laguna",12/12/2017,"Purok 3, Brgy. Villa Silangan, Santa Cruz Laguna",Shift B,3:45 PM,3:45 PM,3:50 PM,4,3.5,FA,12/12/2017 15:45,Residential,0,0,0,0,Case Closed,27.2,75,9.6,1.9,Sunny,Dry
"Santa Cruz, Laguna",10/16/2010,"Compound, Brgy. Santo Angel Central, Santa Cruz Laguna",,8:30 PM,8:30 PM,8:36 PM,4,4.6,FA,10/16/2010 20:30,Residential,0,0,0,0,Case Closed,30,72,13.9,7,Rainy,Wet
"Santa Cruz, Laguna",7/26/2019,"Brgy. Pagsawitan, Santa Cruz Laguna",Shift B,5:15 AM,5:15 AM,5:24 AM,3,3.5,FA,7/26/2019 5:15,Motor Vehicle,0,0,0,0,Under Investigation,30.7,83,8.1,5.1,Rainy,Wet
"Santa Cruz, Laguna",2/17/2021,"Near Hotel, Brgy. Bubukal, Santa Cruz Laguna",Shift B,6:10 AM,6:10 AM,6:14 AM,4,3.3,FOUA,2/17/2021 6:10,Grass Fire,0,0,0,0,Case Closed,27,75,7.3,2.7,Cloudy,Dry
"Santa Cruz, Laguna",2/9/2023,"Purok 6, Brgy. Calios, Santa Cruz Laguna",,7:20 PM,7:20 PM,7:24 PM,10,3.3,SA,2/9/2023 19:20,Grass Fire,1,0,0,0,Under Investigation,27.2,70,14.8,1.1,Cloudy,Traffic
"Santa Cruz, Laguna",7/18/2023,"Compound, Brgy. San Pablo Norte, Santa Cruz Laguna",,7:30 AM,7:31 AM,7:37 AM,3,3.3,FA,7/18/2023 7:30,Residential,0,0,0,0,MDFI-Case Closed,29.9,72,8.1,3.2,Rainy,Wet
"Santa Cruz, Laguna",8/27/2011,"Subdivision, Brgy. Poblacion I, Santa Cruz Laguna",,1:05 AM,1:05 AM,1:10 AM,3,5,FA,8/27/2011 1:05,Grass Fire,0,0,0,0,Case Closed,29.9,79,13.4,10,Stormy,Wet
"Santa Cruz, Laguna",7/23/2020,"Sitio Mahogany, Brgy. Bubukal, Santa Cruz Laguna",Shift B,3:15 PM,3:17 PM,3:23 PM,7,3.3,FA,7/23/2020 15:15,Industrial,0,0,0,0,Case Closed,30.2,77,11.3,19.7,Stormy,Wet
"Santa Cruz, Laguna",8/8/2014,"Purok 2, Brgy. Palasan, Santa Cruz Laguna",Shift B,3:15 AM,3:15 AM,3:20 AM,8,3.6,FA,8/8/2014 3:15,Residential,0,0,0,0,Case Closed,26.3,73,12.6,5,Rainy,Wet
"Santa Cruz, Laguna",3/19/2022,"Brgy. Pagsawitan, Santa Cruz Laguna",Shift A,5:00 PM,5:00 PM,5:05 PM,3,4,FOUA,3/19/2022 17:00,Others,0,0,0,0,Case Closed,31.4,88,9.4,8.6,Rainy,Wet
"Santa Cruz, Laguna",6/23/2023,"Sitio Yakal, Brgy. Gatid, Santa Cruz Laguna",Shift A,7:25 AM,7:26 AM,7:32 AM,4,4.6,FA,6/23/2023 7:25,Motor Vehicle,0,0,0,0,Case Closed,28.8,75,12.1,1.6,Cloudy,Dry
"Santa Cruz, Laguna",12/31/2021,"Near Hotel, Brgy. Poblacion II, Santa Cruz Laguna",Shift B,6:40 PM,6:40 PM,6:49 PM,4,4,FA,12/31/2021 18:40,Business,0,0,0,0,Under Investigation,28,77,8.9,7.9,Rainy,Wet
"Santa Cruz, Laguna",7/15/2023,"Compound, Brgy. Villa Silangan, Santa Cruz Laguna",Shift A,10:30 PM,10:30 PM,10:36 PM,3,3.3,FOUA,7/15/2023 22:30,Business,0,0,0,0,MDFI-Case Closed,27.7,77,7.2,2.9,Rainy,Wet
"Santa Cruz, Laguna",8/22/2018,"Near Hotel, Brgy. Poblacion I, Santa Cruz Laguna",Shift A,7:05 PM,7:06 PM,7:08 PM,8,3.5,FA,8/22/2018 19:05,Post Fire,0,0,0,0,Under Investigation,30.5,79,15.9,2.2,Rainy,Wet
"Santa Cruz, Laguna",1/12/2021,"Village, Brgy. Labuin, Santa Cruz Laguna",Shift B,4:20 AM,4:21 AM,4:26 AM,8,3.3,FA,1/12/2021 4:20,Others,0,0,0,0,Case Closed,26.9,89,7.2,0.7,Cloudy,Traffic
"Santa Cruz, Laguna",5/6/2019,"Sitio Durian, Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift B,2:10 PM,2:12 PM,2:18 PM,5,3.5,FOUA,5/6/2019 14:10,Non-Structural,0,0,0,0,Case Closed,28.1,87,7.9,2.4,Cloudy,Traffic
"Santa Cruz, Laguna",12/13/2020,"Del Pilar St., Brgy. Poblacion II, Santa Cruz Laguna",,10:55 AM,10:56 AM,11:11 AM,5,4,FOUA,12/13/2020 10:55,Rubbish,0,0,0,0,MDFI-Case Closed,25.3,90,10.3,9,Rainy,Wet
"Santa Cruz, Laguna",9/16/2022,"Mabini St., Brgy. Palasan, Santa Cruz Laguna",Shift A,6:10 PM,6:10 PM,6:13 PM,4,3.5,FA,9/16/2022 18:10,Mercantile,0,0,1,0,Case Closed,30.4,90,7.7,12.2,Stormy,Wet
"Santa Cruz, Laguna",5/15/2023,"Purok 1, Brgy. Gatid, Santa Cruz Laguna",,8:20 AM,8:21 AM,8:25 AM,4,4.6,FA,5/15/2023 8:20,Business,0,0,0,0,Case Closed,29.8,89,11.2,0.6,Cloudy,Traffic
"Santa Cruz, Laguna",11/15/2017,"Del Pilar St., Brgy. Bubukal, Santa Cruz Laguna",Shift A,12:20 AM,12:22 AM,12:27 AM,2,3,FA,11/15/2017 0:20,Motor Vehicle,0,0,0,0,Case Closed,26.4,80,13.6,5.6,Rainy,Wet
"Santa Cruz, Laguna",8/13/2018,"Brgy. Poblacion V, Santa Cruz Laguna",Shift B,9:50 PM,9:51 PM,9:54 PM,5,3.5,FA,8/13/2018 21:50,Business,0,0,0,0,Under Investigation,30.6,72,14,6.7,Rainy,Wet
"Santa Cruz, Laguna",11/10/2020,"Near School, Brgy. Santo Angel Norte, Santa Cruz Laguna",Shift B,3:50 AM,3:50 AM,3:56 AM,7,4,FA,11/10/2020 3:50,Post Fire,0,0,0,0,Case Closed,28.8,73,10.7,0.9,Sunny,Dry
"Santa Cruz, Laguna",3/21/2025,"Purok 7, Brgy. Oogong, Santa Cruz Laguna",,5:20 AM,5:22 AM,5:26 AM,8,3.6,FA,3/21/2025 5:20,Educational,0,0,0,0,Case Closed,30.2,74,9.4,2,Cloudy,Traffic
"Santa Cruz, Laguna",12/19/2025,"Purok 4, Brgy. Bubukal, Santa Cruz Laguna",Shift B,11:55 PM,11:56 PM,12:06 PM,2,3.3,FOUA,12/19/2025 23:55,Motor Vehicle,0,0,2,0,Case Closed,24,79,10.5,2.6,Cloudy,Dry
"Santa Cruz, Laguna",7/3/2024,"Compound, Brgy. Sto. Angel Sur, Santa Cruz Laguna",Shift B,9:40 AM,9:42 AM,9:49 AM,4,3.6,FA,7/3/2024 9:40,Residential,0,0,0,0,Case Closed,28.1,78,14.7,0.6,Sunny,Dry
"Santa Cruz, Laguna",8/30/2019,"Sitio Molave, Brgy. Poblacion V, Santa Cruz Laguna",Shift B,3:40 AM,3:41 AM,3:44 AM,2,3.6,FA,8/30/2019 3:40,Residential,0,0,0,0,Case Closed,26.3,89,7.7,2.7,Rainy,Wet
"Santa Cruz, Laguna",10/30/2012,"Purok 6, Brgy. Poblacion IV, Santa Cruz Laguna",,8:45 PM,8:45 PM,8:48 PM,4,3.6,FOUA,10/30/2012 20:45,Rubbish,0,0,0,0,Case Closed,28.9,70,12.7,13.2,Stormy,Traffic
"Santa Cruz, Laguna",7/11/2025,"Near Mall, Brgy. Patimbao, Santa Cruz Laguna",Shift B,9:20 PM,9:21 PM,9:27 PM,4,3.5,FOUA,7/11/2025 21:20,Grass Fire,0,0,0,0,Case Closed,30.6,74,15.7,17,Stormy,Wet
"Santa Cruz, Laguna",3/1/2021,"Purok 3, Brgy. Poblacion II, Santa Cruz Laguna",Shift B,1:50 AM,1:52 AM,1:58 AM,6,3.5,FOUA,3/1/2021 1:50,Grass Fire,0,0,0,0,Under Investigation,29.3,87,9.4,1,Sunny,Dry
"Santa Cruz, Laguna",7/20/2025,"Brgy. Patimbao, Santa Cruz Laguna",Shift A,7:25 AM,7:27 AM,7:31 AM,3,4,SA,7/20/2025 7:25,Business,0,0,0,0,Case Closed,28.2,85,15.4,1.6,Sunny,Traffic
"Santa Cruz, Laguna",5/31/2024,"Compound, Brgy. Poblacion IV, Santa Cruz Laguna",Shift B,5:35 PM,5:35 PM,5:43 PM,4,5,FOUA,5/31/2024 17:35,Rubbish,0,0,0,0,Case Closed,29.2,83,14.3,2.4,Cloudy,Dry
"Santa Cruz, Laguna",6/8/2021,"Purok 2, Brgy. Poblacion II, Santa Cruz Laguna",,8:45 PM,8:46 PM,8:49 PM,4,3.3,FA,6/8/2021 20:45,Rubbish,0,0,0,0,Case Closed,29.9,86,9.3,2,Rainy,Traffic
"Santa Cruz, Laguna",2/25/2023,"Near School, Brgy. Duhat, Santa Cruz Laguna",Shift B,9:30 PM,9:32 PM,9:36 PM,6,4,FOUA,2/25/2023 21:30,Motor Vehicle,0,0,0,0,Case Closed,26.1,85,11.8,1.5,Sunny,Dry
